instance_id,model_name,architecture,input_type,perturbation_type,input_text,gold_mention,gold_cui,generated_answer,mapping_mode
mm_0032896,FLAN-T5-XXL,generative,original,original,"Conservation of the Red Kite Milvus milvus (Aves: Accipitriformes) Is Not Affected by the Establishment of a Broad Hybrid Zone with the Black Kite Milvus migrans migrans in Central Europe Among Accipitriformes sensu stricto, only a few species have been reported to form hybrid zones; these include the red kite Milvus milvus and black kite Milvus migrans migrans.",reported,UMLS:C0684224,hybrid zone,text-generation
mm_0067846,FLAN-T5-XXL,generative,original,original,The aim of this study was to investigate whether the use of glycyrrhizic acid (GLA) could improve the development of lung fibrosis in irradiated animals.,glycyrrhizic acid,UMLS:C0061751,lung fibrosis,text-generation
mm_0103065,FLAN-T5-XXL,generative,original,original,"Seeded patch explants did not stain positive for α-actinin (marker of cardiomyocytes) at the 4 week time point, suggesting that the cultured hiPS-CMs evacuated the patch in the early phase of tissue remodeling.",patch,UMLS:C1305400,tissue remodeling,text-generation
mm_0048521,FLAN-T5-XXL,generative,original,original,Glial fibrillary acidic protein (GFAP) expression was determined to assess astrocyte activation.,expression,UMLS:C1171362,astrocyte,text-generation
mm_0048064,FLAN-T5-XXL,generative,original,original,"Seventeen patients (17.3%) were Di0, 47 (48%) were DiI, 24 (24.5%) were DiII, and 10 (10.2%) were DiIII.",DiI,UMLS:C0282574,dilated cardiomyopathy,text-generation
mm_0013465,FLAN-T5-XXL,generative,original,original,"Dual-color STED microscopy reveals a sandwich structure of Bassoon and Piccolo in active zones of adult and aged mice Presynaptic active zones play a pivotal role as synaptic vesicle release sites for synaptic transmission, but the molecular architecture of active zones in mammalian neuromuscular junctions (NMJs) at sub-diffraction limited resolution remains unknown.",Bassoon,UMLS:C1454967,neuromuscular junction,text-generation
mm_0124748,FLAN-T5-XXL,generative,original,original,"With a median follow-up of 6.2 years, 343 recurrence, 365 CSM, and 451 OM were recorded, respectively.",follow-up,UMLS:C1522577,recurrence,text-generation
mm_0044396,FLAN-T5-XXL,generative,original,original,"Finally, we demonstrate that CBG upregulates gene expression of the antimicrobial peptides (AMPs) hBD-2 and hBD-3 in DCs, and induces secretion of HNP1 - 3 and hCAP-18/LL-37 from neutrophils, potentiating neutrophil antibacterial activity.",CBG,UMLS:C0055767,antimicrobial peptides,text-generation
mm_0092293,FLAN-T5-XXL,generative,original,original,"For TiZr alloy substrates, there is no evidence of discrete phases of oxidized Zr.",TiZr,UMLS:C4041873,oxidized,text-generation
mm_0101737,FLAN-T5-XXL,generative,original,original,"Opportunities for genomic prediction for fertility using endocrine and classical fertility traits in dairy cattle Endocrine fertility traits, defined from progesterone concentration levels in milk, have been suggested as alternative indicators for fertility in dairy cows because they are less biased by farm management decisions and more directly reflect a cow 's reproductive physiology than classical traits derived from insemination and calving data.",dairy cattle,UMLS:C0007452,fertility,text-generation
mm_0038321,FLAN-T5-XXL,generative,original,original,Improvements in maximum work achieved and VO2 max may be due to DC activation of upstream control systems and enhancement of SkM mitochondria efficiency.,VO2 max,UMLS:C0429693,VO2 max,text-generation
mm_0062167,FLAN-T5-XXL,generative,original,original,"Dental enamel defects in German medieval and early-modern-age populations Aim of this study was to investigate the frequency and type of developmental defects of enamel (DDE) in a medieval and an early-modern-age population from Thuringia, Germany.",study,UMLS:C2603343,Dental enamel defects,text-generation
mm_0062407,FLAN-T5-XXL,generative,original,original,"Medical records of 9,545 patients who underwent F-18 FDG PET/CT studies over 3.5 years were retrospectively reviewed.",retrospectively reviewed.,UMLS:C0035363,F-18 FDG PET/CT,text-generation
mm_0028097,FLAN-T5-XXL,generative,original,original,Pupae are adecticous and obtect; there are rows of spines on the dorsum of the abdomen.,Pupae,UMLS:C0034120,abdomen,text-generation
mm_0111188,FLAN-T5-XXL,generative,original,original,"Scoparone Inhibits LPS - Simulated Inflammatory Response by Suppressing IRF3 and ERK in BV-2 Microglial Cells Microglia activation and the release of various inflammatory cytokines are largely related to neurological diseases, including Parkinson's, Alzheimer's, and other brain diseases.",LPS,UMLS:C0023810,inflammatory cytokines,text-generation
mm_0064516,FLAN-T5-XXL,generative,original,original,"Here we examine the effect of RA190 treatment on the immunosuppression induced by MDSCs in the tumor microenvironment, specifically on the immunosuppression induced by MDSCs.",MDSCs,UMLS:C4277543,immunosuppression,text-generation
mm_0144339,FLAN-T5-XXL,generative,original,original,"Herein, this study reports the isolation and characterization of secondary metabolites from an endophytic fungus Penicillium polonicum (NFW9) associated with Taxus fuana.",study,UMLS:C2603343,endophytic fungus,text-generation
mm_0081697,FLAN-T5-XXL,generative,original,original,This study aimed to investigate regional variations in HCC care within France.,HCC,UMLS:C2239176,HCC,text-generation
mm_0093251,FLAN-T5-XXL,generative,original,original,"Urine samples were obtained from the patients for microscopy, culture, and sensitivity following standard protocol.",standard protocol,UMLS:C0442711,urine sample,text-generation
mm_0068158,FLAN-T5-XXL,generative,original,original,The phylogeographic patterns observed in the studied collection demonstrate that large-scale (but not middle/small-scale) distance remains one of the decisive factors of the genetic divergence of M.,studied,UMLS:C0947630,phylogeographic,text-generation
mm_0124918,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"This study allow evidence that SAFI effectively protects the brain after cerebral ischemia , which may be caused by attenuating inflammation in microglia .",brain,UMLS:C0006104,cerebral ischemia,text-generation
mm_0124918,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"This study leave evidence that SAFI effectively protects the brain after cerebral ischemia , which may be caused by attenuating inflammation in microglia .",brain,UMLS:C0006104,cerebral ischemia,text-generation
mm_0124918,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"Evidence from this study suggests that SAFI is an effective means of safeguarding the brain following cerebral ischemia, possibly by attenuating inflammation in microglia.",brain,UMLS:C0006104,cerebral ischemia,text-generation
mm_0124918,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,"Evidence from this study suggests that SAFI is an effective means of safeguarding the brain following cerebral ischemia, possibly by attenuating inflammation in microglia.",brain,UMLS:C0006104,cerebral ischemia,text-generation
mm_0124918,FLAN-T5-XXL,generative,perturbation,back_translation,"This study shows that SAFI effectively protects the brain after cerebral ischaemia, which can be caused by debilitating inflammation in microglia.",brain,UMLS:C0006104,cerebral ischaemia,text-generation
mm_0124918,FLAN-T5-XXL,generative,perturbation,back_translation,"This study shows that SAFI effectively protects the brain after cerebral ischaemia, which can be caused by debilitating inflammation in microglia.",brain,UMLS:C0006104,cerebral ischaemia,text-generation
mm_0071254,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"The uptakes of ( 18 ) F - FMISO ( reduced hypoxia ) , ( 18 ) F - ML - 10 ( increased apoptosis ) and ( 18 ) F - Alfatide II ( decreased angiogenesis ) in the tumor lesions significantly changed during the early stage ( days 1 to 3 ) of sunitinib treatment ; however , the uptake of ( 18 ) F - FDG ( increased glucose metabolism ) was significantly different during the late level .",treatment,UMLS:C1533734,glucose metabolism,text-generation
mm_0071254,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"The uptakes of ( 18 ) F - FMISO ( reduced hypoxia ) , ( 18 ) fluorine - ML - 10 ( increased apoptosis ) and ( 18 ) F - Alfatide II ( decreased angiogenesis ) in the tumor lesions significantly changed during the early stage ( days 1 to 3 ) of sunitinib treatment ; however , the uptake of ( 18 ) F - FDG ( increased glucose metabolism ) was significantly different during the late stage .",treatment,UMLS:C1533734,glucose metabolism,text-generation
mm_0071254,FLAN-T5-XXL,generative,perturbation,syntactic_reordering,"(18)F-ML-10 (increased apoptosis) and (18)F-Alfatide II (decreased angiogenesis) in the tumor lesions significantly changed during the early stage (days 1 to 3) of sunitinib treatment; however, The uptakes of (18)F-FMISO (reduced hypoxia)",treatment,UMLS:C1533734,hypoxia,text-generation
mm_0071254,FLAN-T5-XXL,generative,perturbation,syntactic_reordering,"(18)F-ML-10 (increased apoptosis) and (18)F-Alfatide II (decreased angiogenesis) in the tumor lesions significantly changed during the early stage (days 1 to 3) of sunitinib treatment; however, The uptakes of (18)F-FMISO (reduced hypoxia)",treatment,UMLS:C1533734,hypoxia,text-generation
mm_0071254,FLAN-T5-XXL,generative,perturbation,back_translation,"Induction of (18)F-FMISO (reduced hypoxia), (18)F-ML-10 (increased apoptosis) and (18)F-alfatide II (reduced angiogenesis) in tumour lesions was significant in early stage (days 1 to 3) of sunitinib treatment, but late stage absorption of (18)F-FDG (increased glucose metabolism) was significantly different.",treatment,UMLS:C1533734,hypoxia,text-generation
mm_0071254,FLAN-T5-XXL,generative,perturbation,back_translation,"Induction of (18)F-FMISO (reduced hypoxia), (18)F-ML-10 (increased apoptosis) and (18)F-alfatide II (reduced angiogenesis) in tumour lesions was significant in early stage (days 1 to 3) of sunitinib treatment, but late stage absorption of (18)F-FDG (increased glucose metabolism) was significantly different.",treatment,UMLS:C1533734,hypoxia,text-generation
mm_0171783,FLAN-T5-XXL,generative,perturbation,synonym_substitution,"Characteristics of N - Acylhomoserine Lactones Produced by Hafnia alvei H4 Isolated from Spoiled Instant Sea Cucumber This study aimed to identify N - acylhomoserine lactone ( AHL ) produced by Hafnia alvei H4 , which was isolated from spoiled instant sea cucumber , and to enquire the effect of AHLs on biofilm formation .",sea cucumber,UMLS:C0036485,acylhomoserine lactone,text-generation
mm_0171783,FLAN-T5-XXL,generative,perturbation,controlled_paraphrase,The identification of N-acylhomoserine lactones produced by Hafnia alvei H4 from spoiled instant sea cucumber and their impact on biofilm development were the main objectives of this study.,sea cucumber,UMLS:C0036485,biofilm,text-generation
